id,name,birthday,birthplace,thumb,summary
1203,Allen Daviau,6/14/1942,"New Orleans, Louisiana, USA",https://resizing.flixster.com/fUzL4r0cBYQbijFJpC5hhlLCE1U=/218x280/v2/https://flxt.tmsimg.com/assets/465579_v9_bb.jpg,"As a child, Allen Daviau developed an interest in photography and cameras which he has translated into a career as one of the most respected directors of photography in contemporary cinema. After studying stage lighting and working in camera stores and photo labs, he began working on student films and as a professional photographer. In the mid-1960s, Daviau shot promotional films for recording artists such as Jimi Hendrix, Aretha Franklin and The Who and was a still photographer for The Monkees. In 1967, he was introduced to aspiring filmmaker Steven Spielberg who eventually chose him to shoot the well-received short ""Amblin'"" (1969). Daviau began to find work as a cinematographer on TV-movies like ""The Streets of L.A."" (CBS, 1979) and ""Rage"" (NBC, 1990) before earning his first feature credit, for additional photography, on the special edition of Spielberg's ""Close Encounters of the Third Kind"" (released in 1980). Considered one of the masters of the Hollywood film of the past two decades, Daviau has a knack not only just for crisp, energetic images that seem to jump off the screen, but also for lighting which delves into the psychological thought processes of the characters. He has been able to capture internal thoughts of characters which some film purists think was more easily done in black and white, not color. In that sense, Daviau may be considered a master of color filmmaking. He has shot several films from the point of view of a small child (""E.T. The Extra-Terrestrial"" 1982; ""Empire of the Sun"" 1987; ""Avalon"" 1990). His work creates very specific worlds: a placid suburbia visited by a space creature in ""E.T.""; the grubby backstreets of China and the bleached out Japanese internment camp in ""Empire of the Sun""; the gauzy afterlife of Albert Brooks' ""Defending Your Life"" (1991); and the burgeoning world of Las Vegas in ""Bugsy"" (also 1991). For ""The Color Purple"" (1985), Daviau created a rich saturation of colors that blend so that the land and foliage become the people become the sky. Despite earning Oscar nominations for Best Cinematography for ""E.T."" ""The Color Purple,"" ""Empire of the Sun,"" ""Avalon"" and ""Bugsy,"" he has yet to win the award. He has continued to work into the 90s earning further praise for his work on Peter Weir's ""Fearless"" (1993) and Frank Marshall's ""Congo"" (1995). Allen Daviau died on April 15, 2020 in Los Angeles, CA at the age of 77."
1204,Carol Littleton,,"Oklahoma, USA",https://resizing.flixster.com/ZsHfJi59h_s8XdiSAN0Cz476U9Y=/218x280/v2/https://flxt.tmsimg.com/assets/464134_v9_ba.jpg,"A native Oklahoman, Carol Littleton was studying on a Fulbright scholarship in France during the mid-1960s at the height of the French New Wave cinema. After viewing ""The Battle of Algiers"" (1965), she decided to pursue a career in film editing and was befriended by editors Suzanne Baron and Francoise Bonnot. Returning to the USA, Littleton settled in Southern California and began editing TV commercials. Working at the American Film Institute, she began cutting short films, including Lee Grant's ""The Stronger"" and Karen Arthur's ""To Die in California."""
1205,Jim Bissell,8/6/1951,"Charleston, South Carolina, USA",https://resizing.flixster.com/Vf7Xny39TXSimN05AN22Yu7WprI=/218x280/v2/https://flxt.tmsimg.com/assets/342147_v9_ba.jpg,
1206,Deborah Lynn Scott,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"Prior to beginning her career in film, costume designer Deborah Lynn Scott worked at the Colorado Shakespeare Festival in Boulder, CO and at the Pacific Conservancy, Santa Maria, CA. She received her first feature credit as costume designer on ""Don't Answer the Phone!"" (1979) and landed a choice plum for the resume as costumer for Steven Spielberg's ""E.T., the Extra-Terrestrial"" (1982). ""Back to the Future"" (1985) allowed her to move fluently from the nostalgia of the 1950s to the modern era, while ""Coupe de Ville"" (1990) and ""Hoffa"" (1992) showed off her facility with the designs of the 60s. Noted for the richness and detail of her research, Scott delved into the early 20th Century for ""Legends of the Fall"" (1994) and then got the chance of a lifetime to design the clothes for James Cameron's ""Titanic"" (1997), creating a 1912 wardrobe that ran the gamut from the very rich to the very poor, both European and American. For her efforts, Scott took home an Oscar for Best Costume Design."
1207,Marci Liroff,2/3/1958,"Los Angeles, California, USA",https://resizing.flixster.com/T7Tn__uCS5wQlY0CGgW8uYN2mMc=/218x280/v2/https://flxt.tmsimg.com/assets/458753_v9_aa.jpg,
1208,Mike Fenton,,Not Available,https://resizing.flixster.com/dYTENlZHq0K_60XEQt4FM8mzPpQ=/218x280/v2/https://flxt.tmsimg.com/assets/465031_v9_ba.jpg,
1209,Toshiro Mifune,4/1/1920,"Tsingtao, China",https://resizing.flixster.com/0cS7WQn2eHurvylWXZUiEB077Co=/218x280/v2/https://flxt.tmsimg.com/assets/486669_v9_ba.jpg,"Although he had originally planned to work in films as an assistant cameraman, Toshiro Mifune was auditioned as an actor, a fortuitous career shift that helped change the course of Japanese cinematic history. He appeared in many of the great post-war Japanese films, most notably those of director Akira Kurosawa."
1210,Takashi Shimura,3/12/1905,"Ikuno, Hyogo, Japan",https://resizing.flixster.com/TwdsvTTNJvLrU6gVVL3rTdSSAgU=/218x280/v2/https://flxt.tmsimg.com/assets/61431_v9_ba.jpg,"Serene leading man of Japanese film who made his screen debut in the early 1940s. Shimura is most widely known as the ringleader in the classic ""Seven Samurai"" (1954) and appeared in several other films directed by Akira Kurosawa, including ""Rashomon"" (1950) and ""Throne of Blood"" (1957)."
1211,Yoshio Inaba,7/15/1920,Japan,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1212,Seiji Miyaguchi,11/15/1913,"Tokyo, Japan",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1213,Minoru Chiaki,7/30/1917,"Hokkaido, Japan",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1214,Daisuke KatÃ´,2/18/1910,"Asakusa, Tokyo, Japan",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1215,Isao Kimura,6/22/1923,"Hiroshima, Japan",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1216,Kunihori Kodo,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1217,Kamatari Fujiwara,1/15/1905,"Tokyo, Japan",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"Kamatari Fujiwara was an actor who had a successful Hollywood career. Early on in his acting career, Fujiwara landed roles in various films, including the Takashi Shimura drama ""Ikiru""  (1956), the action film ""Seven Samurai""  (1956) with Takashi Shimura and the Toshiro Mifune dramatic adaptation ""The Lower Depths""  (1957). He also appeared in the Toshiro Mifune action picture ""The Hidden Fortress""  (1958) and ""Taiyo No Hakaba""  (1960). His film career continued throughout the sixties in productions like ""Yojimbo""  (1961), the action flick ""Sanjuro""  (1962) with Toshiro Mifune and the crime feature ""Warui yatsu hodo yoku nemuru""  (1963) with Mifune Toshiro. He also appeared in ""Mickey One""  (1965) with Warren Beatty. Nearing the end of his career, he tackled roles in the period drama ""Red Beard""  (1965) with Toshiro Mifune, ""Record of a Living Being""  (1967) with Toshiro Mifune and the dramatic adaptation ""Double Suicide""  (1969) with Kichiemon Nakamura. He also appeared in the Yoshitaka Zushi fantasy ""Dodeskaden""  (1970). Fujiwara was most recently credited in the Tsutomu Yamazaki comedy ""Ososhiki""  (1987).   Fujiwara passed away in December 1985 at the age of 80."
1218,Yoshio Tsuchiya,5/18/1927,"Kofu, Yamanashi, Japan",https://resizing.flixster.com/7OQYTt5ZGXGKu8rxBi8-dmtc-zg=/218x280/v2/https://flxt.tmsimg.com/assets/66852_v9_aa.jpg,
1219,Akira Kurosawa,3/23/1910,"Tokyo, Japan",https://resizing.flixster.com/6-va-HTyFqlbmuqDwZ4OhP5wua0=/218x280/v2/https://flxt.tmsimg.com/assets/2577_v9_bb.jpg,"Akira Kurosawa is unquestionably the best known Japanese filmmaker in the West. This can perhaps be best explained by the fact that he is not so much a Japanese or a Western filmmaker, but that he is a ""modern"" filmmaker. Like postwar Japan itself, he combines the ancient traditions with a distinctly modern, Western twist."
1220,Shinobu Hashimoto,4/18/1918,"HyÅgo Prefecture, Japan",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"We look to the Academy of Motion Picture Arts and Sciences as a library of the most important creative forces in film history, but one of the greatest and most influential screenwriters of all time never gotten so much as a nomination. Shinobu Hashimoto spent decades crafting some of the most innovative scripts to ever translate to cinema, claiming a celebrity and influence that extended far beyond his native Japan. Even in the earliest days of his career in the 1950s, Hashimoto established himself as both a bright light of imagination and a prolific workhorse. He began collaborating at this time with likewise legendary director Akira Kurosawa, churning out classics including ""Rashomon"" (1950), ""Ikiru"" (1952), and ""Seven Samurai"" (1954), among others."
1221,Hideo Oguni,7/9/1904,"Aomori, Japan",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"For more than half a century, prolific screenwriter Hideo Oguni devoted himself to crafting stories that would become some of history's finest and most influential movies. Kicking off his career in the film industry in the early 1930s, the Japanese author mounted a rÃ©sumÃ© filled with historical gems. Oguni first hit his stride in earnest with a string of collaborations with director Akira Kurosawa and fellow screenwriter Shinobu Hashimoto, including ""Ikiru"" (1952) and ""Seven Samurai"" (1954). The accomplished writer carried this degree of artistic grandeur through the decades to follow straight up until his much later films, ""Tora! Tora! Tora!"" (1970) and ""Ran"" (1985). In the interim period, Oguni experimented with drama, action, war films, and science fiction, showcasing unrivaled ingenuity at every turn."
1222,Sojiro Motoki,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1223,Fumio Hayasaka,8/19/1914,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1224,Asakazu Nakai,8/29/1901,"Kobe, Japan",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1225,Takashi Matsuyama,9/22/1908,"Kobe, Japan",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1226,KÃ´hei Ezaki,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1227,Hiromichi Horikawa,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1228,Fumio Yanoguchi,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1229,Shigeru Mori,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1230,Pierre Fresnay,1897-04-04,"Paris, France",https://resizing.flixster.com/C9Dg6J28t0JL2Dug5XuybweOo4U=/218x280/v2/https://flxt.tmsimg.com/assets/74930_v9_ba.jpg,"Distinguished stage performer, in films from 1915. Fresnay came into his own in the early 1930s playing Marius in the screen adaptations of Marcel Pagnol's ""Marseilles"" trilogy (""Marius"" 1931, ""Fanny"" 1932, ""Cesar"" 1935). He went on to give outstanding performances in films such as ""Grand Illusion"" (1937) and ""Monsieur Vincent"" (1947)."
1231,Jean Gabin,5/17/1904,"Paris, France",https://resizing.flixster.com/dubsEEiRvesYk91ItfVg5kNMJ8c=/218x280/v2/https://flxt.tmsimg.com/assets/71748_v9_ba.jpg,"One of France's most celebrated actors, Jean Gabin was the tragic romantic hero of such pre-World War II dramas as ""Marie Chapdelaine"" (1934), ""PÃ©pÃ© le Moko"" (1937) and ""Grand Illusion"" (1937), and later, an aging, worldly presence in such post-war hits as ""Touchez pas au grisbi"" (Don't Touch the Loot"") (1954) and ""The Sicilian Clan"" (1969). Early in his career, Gabin earned fame on the stage with an imitation of Maurice Chevalier, which in retrospect, seemed an almost foregone conclusion, as both men embodied opposing sides of the French male persona as seen through the filter of motion pictures: Chevalier the charming bon vivant, and Gabin the brooding, lustful and reckless anti-hero. Both performers continued to personify those archetypes in their later years, but Gabin brought profound emotional depth to his lions in winter. The sins of the past were never far from his characters, which were often forced to violently confront their histories as they returned to bedevil their present lives. A treasured figure in the history of French cinema, Jean Gabin set the bar for leading men in his native country and elsewhere for generations."
1232,Dita Parlo,9/4/1908,"Stettin, Pomerania, Germany",https://resizing.flixster.com/GwYcoP2OT6Cw-Bb-42JCp1H4CdY=/218x280/v2/https://flxt.tmsimg.com/assets/74893_v9_ba.jpg,
1233,Julien Carette,1897-12-23,"Paris, France",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"Character actor Julien Carette found a niche in the early days of French film and occupied it through a distinguished career that lasted over thirty years and 100 films. Born Julien Victor in Paris at the end of the 19th century, he worked in a variety of odd jobs before finally discovering his true calling as an entertainer. Like many of his peers in those days, his work in music halls and small theaters lead to him breaking into film. His first full-length feature appearance was in 1931's ""American Love,"" and apparently he made quite an impression because he never wanted for movie work after that. With his strong presence and pronounced Paris accent, Carette was easy to cast in roguish or comic roles in movies set in the French capital or as distinctly Parisian characters. Perhaps the highest-profile work the actor appeared in was Jean Renoir's classic anti-war movie ""Grand Illusion""(1937). The film, which spotlighted Carette in a small but showy part as a brash actor, was the first foreign work to be nominated for a Best Picture Oscar. That appearance very much pleased his director, and Carette played roles in many of Renoir's subsequent films. These include the French Revolution period drama ""Le Marseillaise"" (1938) and the classic 1939 high society satire ""The Rules of the Game."""
